feature,importance,target,horizon,model,product,vol_gate_q
std_50_lag20,92188701.83935547,fwd_ret,50,lgbm,PEBBLES_M,5
std_500_lag5,83719173.31347656,fwd_ret,50,lgbm,PEBBLES_M,5
vwap_dev_lag20,71822167.49511719,fwd_ret,50,lgbm,PEBBLES_M,5
std_50_lag1,49761748.431152344,fwd_ret,50,lgbm,PEBBLES_M,5
std_50_lag5,48726391.90625,fwd_ret,50,lgbm,PEBBLES_M,5
vwap_dev_lag1,46032486.6875,fwd_ret,50,lgbm,PEBBLES_M,5
signed_flow_20_lag20,42697357.8046875,fwd_ret,50,lgbm,PEBBLES_M,5
spread_bps_lag50,41426698.79980469,fwd_ret,50,lgbm,PEBBLES_M,5
signed_flow_20_lag50,41161655.88720703,fwd_ret,50,lgbm,PEBBLES_M,5
spread_bps_lag20,39872060.494140625,fwd_ret,50,lgbm,PEBBLES_M,5
signed_flow_20_lag1,39863541.3046875,fwd_ret,50,lgbm,PEBBLES_M,5
spread_bps_lag1,39607162.974609375,fwd_ret,50,lgbm,PEBBLES_M,5
spread_bps_lag5,38419092.31640625,fwd_ret,50,lgbm,PEBBLES_M,5
vwap_dev_lag5,36063737.24902344,fwd_ret,50,lgbm,PEBBLES_M,5
signed_flow_20_lag5,23009330.5234375,fwd_ret,50,lgbm,PEBBLES_M,5
ret_10_lag20,16691039.154785156,fwd_ret,50,lgbm,PEBBLES_M,5
ret_10_lag1,13571779.433105469,fwd_ret,50,lgbm,PEBBLES_M,5
ret_10_lag50,10596597.837890625,fwd_ret,50,lgbm,PEBBLES_M,5
ret_10_lag5,8051323.83203125,fwd_ret,50,lgbm,PEBBLES_M,5
ret_1_lag1,2254445.3388671875,fwd_ret,50,lgbm,PEBBLES_M,5
ret_1_lag5,1542379.4213867188,fwd_ret,50,lgbm,PEBBLES_M,5
ret_1_lag20,1483113.8662109375,fwd_ret,50,lgbm,PEBBLES_M,5
ret_1_lag50,613724.0043945312,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l1_lag1,457627.63037109375,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_ret_10_lag20,305594.5517578125,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_ret_10_lag5,273739.505859375,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l1_lag5,118751.0986328125,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_microprice_dev_lag5,42966.94091796875,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l3_lag5,19226.599609375,fwd_ret,50,lgbm,PEBBLES_M,5
microprice_dev_lag50,7733.259765625,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l1_lag20,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l1_lag50,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l3_lag1,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
microprice_dev_lag20,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l3_lag50,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
microprice_dev_lag1,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
